transaction_id,date,store_id,product_id,units_sold,unit_price,total_revenue
TXN001210,2026-06-17,STR002,PRD016,10,13.99,139.9
TXN001211,2026-06-17,STR002,PRD017,8,22.99,183.92
TXN001212,2026-06-17,STR002,PRD018,13,4.99,64.87
TXN001213,2026-06-17,STR002,PRD019,16,10.99,175.84
TXN001214,2026-06-17,STR002,PRD020,14,14.99,209.86
TXN001215,2026-06-17,STR002,PRD021,11,12.99,142.89
TXN001216,2026-06-17,STR002,PRD022,12,32.99,395.88
TXN001217,2026-06-17,STR002,PRD023,10,24.99,249.9
TXN001218,2026-06-17,STR002,PRD024,7,27.99,195.93
TXN001219,2026-06-17,STR002,PRD025,10,42.99,429.9
TXN001220,2026-06-17,STR003,PRD001,4,49.99,199.96
TXN001221,2026-06-17,STR003,PRD002,6,89.99,539.94
TXN001222,2026-06-17,STR003,PRD004,2,34.99,69.98
TXN001223,2026-06-17,STR003,PRD005,2,329.99,659.98
TXN001224,2026-06-17,STR003,PRD006,4,24.99,99.96
TXN001225,2026-06-17,STR003,PRD007,4,39.99,159.96
TXN001226,2026-06-17,STR003,PRD008,7,79.99,559.93
TXN001227,2026-06-17,STR003,PRD009,3,19.99,59.97
TXN001228,2026-06-17,STR003,PRD010,8,219.99,1759.92
TXN001229,2026-06-17,STR003,PRD011,4,16.99,67.96
TXN001230,2026-06-17,STR003,PRD012,6,119.99,719.94
TXN001231,2026-06-17,STR003,PRD013,7,9.99,69.93
TXN001232,2026-06-17,STR003,PRD014,9,44.99,404.91
TXN001233,2026-06-17,STR003,PRD015,7,34.99,244.93
TXN001234,2026-06-17,STR003,PRD016,15,13.99,209.85
TXN001235,2026-06-17,STR003,PRD017,15,22.99,344.85
TXN001236,2026-06-17,STR003,PRD018,14,4.99,69.86
TXN001237,2026-06-17,STR003,PRD019,12,10.99,131.88
TXN001238,2026-06-17,STR003,PRD020,11,14.99,164.89
TXN001239,2026-06-17,STR003,PRD021,6,12.99,77.94
TXN001240,2026-06-17,STR003,PRD022,10,32.99,329.9
TXN001241,2026-06-17,STR003,PRD023,11,24.99,274.89
TXN001242,2026-06-17,STR003,PRD024,6,27.99,167.94
TXN001243,2026-06-17,STR003,PRD025,9,42.99,386.91
TXN001244,2026-06-18,STR001,PRD001,6,49.99,299.94
TXN001245,2026-06-18,STR001,PRD002,5,89.99,449.95
TXN001246,2026-06-18,STR001,PRD004,4,34.99,139.96
TXN001247,2026-06-18,STR001,PRD005,2,329.99,659.98
TXN001248,2026-06-18,STR001,PRD006,4,24.99,99.96
TXN001249,2026-06-18,STR001,PRD007,6,39.99,239.94
TXN001250,2026-06-18,STR001,PRD008,7,79.99,559.93
TXN001251,2026-06-18,STR001,PRD009,3,19.99,59.97
TXN001252,2026-06-18,STR001,PRD010,3,219.99,659.97
TXN001253,2026-06-18,STR001,PRD011,5,16.99,84.95
TXN001254,2026-06-18,STR001,PRD012,5,119.99,599.95
TXN001255,2026-06-18,STR001,PRD013,10,9.99,99.9
TXN001256,2026-06-18,STR001,PRD014,5,44.99,224.95
TXN001257,2026-06-18,STR001,PRD015,10,34.99,349.9
TXN001258,2026-06-18,STR001,PRD016,12,13.99,167.88
TXN001259,2026-06-18,STR001,PRD017,12,22.99,275.88
TXN001260,2026-06-18,STR001,PRD018,17,4.99,84.83
TXN001261,2026-06-18,STR001,PRD019,9,10.99,98.91
TXN001262,2026-06-18,STR001,PRD020,8,14.99,119.92
TXN001263,2026-06-18,STR001,PRD021,12,12.99,155.88
TXN001264,2026-06-18,STR001,PRD022,11,32.99,362.89
TXN001265,2026-06-18,STR001,PRD023,7,24.99,174.93
TXN001266,2026-06-18,STR001,PRD024,11,27.99,307.89
TXN001267,2026-06-18,STR001,PRD025,8,42.99,343.92
TXN001268,2026-06-18,STR002,PRD001,6,49.99,299.94
TXN001269,2026-06-18,STR002,PRD002,6,89.99,539.94
TXN001270,2026-06-18,STR002,PRD003,4,179.99,719.96
TXN001271,2026-06-18,STR002,PRD004,2,34.99,69.98
TXN001272,2026-06-18,STR002,PRD005,5,329.99,1649.95
TXN001273,2026-06-18,STR002,PRD006,8,24.99,199.92
TXN001274,2026-06-18,STR002,PRD007,3,39.99,119.97
TXN001275,2026-06-18,STR002,PRD008,6,79.99,479.94
TXN001276,2026-06-18,STR002,PRD009,3,19.99,59.97
TXN001277,2026-06-18,STR002,PRD010,3,219.99,659.97
TXN001278,2026-06-18,STR002,PRD011,10,16.99,169.9
TXN001279,2026-06-18,STR002,PRD013,7,9.99,69.93
TXN001280,2026-06-18,STR002,PRD014,8,44.99,359.92
TXN001281,2026-06-18,STR002,PRD015,7,34.99,244.93
TXN001282,2026-06-18,STR002,PRD016,14,13.99,195.86
TXN001283,2026-06-18,STR002,PRD017,9,22.99,206.91
TXN001284,2026-06-18,STR002,PRD018,18,4.99,89.82
TXN001285,2026-06-18,STR002,PRD019,8,10.99,87.92
TXN001286,2026-06-18,STR002,PRD020,13,14.99,194.87
TXN001287,2026-06-18,STR002,PRD021,7,12.99,90.93
TXN001288,2026-06-18,STR002,PRD022,8,32.99,263.92
TXN001289,2026-06-18,STR002,PRD023,10,24.99,249.9
TXN001290,2026-06-18,STR002,PRD024,6,27.99,167.94
TXN001291,2026-06-18,STR002,PRD025,11,42.99,472.89
TXN001292,2026-06-18,STR003,PRD001,2,49.99,99.98
TXN001293,2026-06-18,STR003,PRD002,3,89.99,269.97
TXN001294,2026-06-18,STR003,PRD004,6,34.99,209.94
TXN001295,2026-06-18,STR003,PRD005,5,329.99,1649.95
TXN001296,2026-06-18,STR003,PRD006,7,24.99,174.93
TXN001297,2026-06-18,STR003,PRD007,3,39.99,119.97
TXN001298,2026-06-18,STR003,PRD008,6,79.99,479.94
TXN001299,2026-06-18,STR003,PRD009,5,19.99,99.95
TXN001300,2026-06-18,STR003,PRD010,8,219.99,1759.92
TXN001301,2026-06-18,STR003,PRD011,5,16.99,84.95
TXN001302,2026-06-18,STR003,PRD012,6,119.99,719.94
TXN001303,2026-06-18,STR003,PRD013,10,9.99,99.9
TXN001304,2026-06-18,STR003,PRD014,5,44.99,224.95
TXN001305,2026-06-18,STR003,PRD015,4,34.99,139.96
TXN001306,2026-06-18,STR003,PRD016,9,13.99,125.91
TXN001307,2026-06-18,STR003,PRD017,16,22.99,367.84
TXN001308,2026-06-18,STR003,PRD018,16,4.99,79.84
TXN001309,2026-06-18,STR003,PRD019,11,10.99,120.89
TXN001310,2026-06-18,STR003,PRD020,13,14.99,194.87
TXN001311,2026-06-18,STR003,PRD021,10,12.99,129.9
TXN001312,2026-06-18,STR003,PRD022,7,32.99,230.93
TXN001313,2026-06-18,STR003,PRD023,8,24.99,199.92
TXN001314,2026-06-18,STR003,PRD024,6,27.99,167.94
TXN001315,2026-06-18,STR003,PRD025,7,42.99,300.93
TXN001316,2026-06-19,STR001,PRD001,4,49.99,199.96
TXN001317,2026-06-19,STR001,PRD002,3,89.99,269.97
TXN001318,2026-06-19,STR001,PRD004,6,34.99,209.94
TXN001319,2026-06-19,STR001,PRD005,3,329.99,989.97
TXN001320,2026-06-19,STR001,PRD006,8,24.99,199.92
TXN001321,2026-06-19,STR001,PRD007,3,39.99,119.97
TXN001322,2026-06-19,STR001,PRD008,4,79.99,319.96
TXN001323,2026-06-19,STR001,PRD009,8,19.99,159.92
TXN001324,2026-06-19,STR001,PRD010,6,219.99,1319.94
TXN001325,2026-06-19,STR001,PRD011,7,16.99,118.93
TXN001326,2026-06-19,STR001,PRD012,10,119.99,1199.9
TXN001327,2026-06-19,STR001,PRD013,10,9.99,99.9
TXN001328,2026-06-19,STR001,PRD014,7,44.99,314.93
TXN001329,2026-06-19,STR001,PRD015,9,34.99,314.91
TXN001330,2026-06-19,STR001,PRD016,13,13.99,181.87
TXN001331,2026-06-19,STR001,PRD017,13,22.99,298.87
TXN001332,2026-06-19,STR001,PRD018,14,4.99,69.86
TXN001333,2026-06-19,STR001,PRD019,15,10.99,164.85
TXN001334,2026-06-19,STR001,PRD020,15,14.99,224.85
TXN001335,2026-06-19,STR001,PRD021,12,12.99,155.88
TXN001336,2026-06-19,STR001,PRD022,9,32.99,296.91
TXN001337,2026-06-19,STR001,PRD023,9,24.99,224.91
TXN001338,2026-06-19,STR001,PRD024,5,27.99,139.95
TXN001339,2026-06-19,STR001,PRD025,10,42.99,429.9
TXN001340,2026-06-19,STR002,PRD001,2,49.99,99.98
TXN001341,2026-06-19,STR002,PRD002,4,89.99,359.96
TXN001342,2026-06-19,STR002,PRD003,5,179.99,899.95
TXN001343,2026-06-19,STR002,PRD004,5,34.99,174.95
TXN001344,2026-06-19,STR002,PRD005,2,329.99,659.98
TXN001345,2026-06-19,STR002,PRD006,3,24.99,74.97
TXN001346,2026-06-19,STR002,PRD007,5,39.99,199.95
TXN001347,2026-06-19,STR002,PRD008,5,79.99,399.95
TXN001348,2026-06-19,STR002,PRD009,3,19.99,59.97
TXN001349,2026-06-19,STR002,PRD010,8,219.99,1759.92
TXN001350,2026-06-19,STR002,PRD011,8,16.99,135.92
TXN001351,2026-06-19,STR002,PRD013,7,9.99,69.93
TXN001352,2026-06-19,STR002,PRD014,7,44.99,314.93
TXN001353,2026-06-19,STR002,PRD015,8,34.99,279.92
TXN001354,2026-06-19,STR002,PRD016,16,13.99,223.84
TXN001355,2026-06-19,STR002,PRD017,8,22.99,183.92
TXN001356,2026-06-19,STR002,PRD018,19,4.99,94.81
TXN001357,2026-06-19,STR002,PRD019,11,10.99,120.89
TXN001358,2026-06-19,STR002,PRD020,13,14.99,194.87
TXN001359,2026-06-19,STR002,PRD021,12,12.99,155.88
TXN001360,2026-06-19,STR002,PRD023,5,24.99,124.95
TXN001361,2026-06-19,STR002,PRD024,12,27.99,335.88
TXN001362,2026-06-19,STR002,PRD025,5,42.99,214.95
TXN001363,2026-06-19,STR003,PRD001,4,49.99,199.96
TXN001364,2026-06-19,STR003,PRD002,2,89.99,179.98
TXN001365,2026-06-19,STR003,PRD004,3,34.99,104.97
TXN001366,2026-06-19,STR003,PRD005,2,329.99,659.98
TXN001367,2026-06-19,STR003,PRD006,4,24.99,99.96
TXN001368,2026-06-19,STR003,PRD007,8,39.99,319.92
TXN001369,2026-06-19,STR003,PRD008,6,79.99,479.94
TXN001370,2026-06-19,STR003,PRD009,7,19.99,139.93
TXN001371,2026-06-19,STR003,PRD010,7,219.99,1539.93
TXN001372,2026-06-19,STR003,PRD011,5,16.99,84.95
TXN001373,2026-06-19,STR003,PRD012,6,119.99,719.94
TXN001374,2026-06-19,STR003,PRD013,6,9.99,59.94
TXN001375,2026-06-19,STR003,PRD014,7,44.99,314.93
TXN001376,2026-06-19,STR003,PRD015,10,34.99,349.9
TXN001377,2026-06-19,STR003,PRD016,13,13.99,181.87
TXN001378,2026-06-19,STR003,PRD017,8,22.99,183.92
TXN001379,2026-06-19,STR003,PRD018,13,4.99,64.87
TXN001380,2026-06-19,STR003,PRD019,9,10.99,98.91
TXN001381,2026-06-19,STR003,PRD020,13,14.99,194.87
TXN001382,2026-06-19,STR003,PRD021,6,12.99,77.94
TXN001383,2026-06-19,STR003,PRD022,11,32.99,362.89
TXN001384,2026-06-19,STR003,PRD023,9,24.99,224.91
TXN001385,2026-06-19,STR003,PRD024,7,27.99,195.93
TXN001386,2026-06-19,STR003,PRD025,6,42.99,257.94
TXN001387,2026-06-20,STR001,PRD001,8,49.99,399.92
TXN001388,2026-06-20,STR001,PRD002,4,89.99,359.96
TXN001389,2026-06-20,STR001,PRD004,5,34.99,174.95
TXN001390,2026-06-20,STR001,PRD005,6,329.99,1979.94
TXN001391,2026-06-20,STR001,PRD006,9,24.99,224.91
TXN001392,2026-06-20,STR001,PRD007,10,39.99,399.9
TXN001393,2026-06-20,STR001,PRD008,4,79.99,319.96
TXN001394,2026-06-20,STR001,PRD009,6,19.99,119.94
TXN001395,2026-06-20,STR001,PRD010,9,219.99,1979.91
TXN001396,2026-06-20,STR001,PRD011,11,16.99,186.89
TXN001397,2026-06-20,STR001,PRD012,11,119.99,1319.89
TXN001398,2026-06-20,STR001,PRD013,8,9.99,79.92
TXN001399,2026-06-20,STR001,PRD014,12,44.99,539.88
TXN001400,2026-06-20,STR001,PRD015,6,34.99,209.94
TXN001401,2026-06-20,STR001,PRD016,20,13.99,279.8
TXN001402,2026-06-20,STR001,PRD017,11,22.99,252.89
TXN001403,2026-06-20,STR001,PRD018,22,4.99,109.78
TXN001404,2026-06-20,STR001,PRD019,16,10.99,175.84
TXN001405,2026-06-20,STR001,PRD020,10,14.99,149.9
TXN001406,2026-06-20,STR001,PRD021,11,12.99,142.89
TXN001407,2026-06-20,STR001,PRD022,9,32.99,296.91
TXN001408,2026-06-20,STR001,PRD023,10,24.99,249.9
TXN001409,2026-06-20,STR001,PRD024,15,27.99,419.85
TXN001410,2026-06-20,STR001,PRD025,10,42.99,429.9
TXN001411,2026-06-20,STR002,PRD001,4,49.99,199.96
TXN001412,2026-06-20,STR002,PRD002,4,89.99,359.96
TXN001413,2026-06-20,STR002,PRD003,4,179.99,719.96
TXN001414,2026-06-20,STR002,PRD004,2,34.99,69.98
TXN001415,2026-06-20,STR002,PRD005,5,329.99,1649.95
TXN001416,2026-06-20,STR002,PRD006,4,24.99,99.96
TXN001417,2026-06-20,STR002,PRD007,9,39.99,359.91
TXN001418,2026-06-20,STR002,PRD008,9,79.99,719.91
TXN001419,2026-06-20,STR002,PRD009,10,19.99,199.9
TXN001420,2026-06-20,STR002,PRD010,7,219.99,1539.93
TXN001421,2026-06-20,STR002,PRD011,5,16.99,84.95
TXN001422,2026-06-20,STR002,PRD013,12,9.99,119.88
TXN001423,2026-06-20,STR002,PRD014,6,44.99,269.94
TXN001424,2026-06-20,STR002,PRD015,10,34.99,349.9
TXN001425,2026-06-20,STR002,PRD016,18,13.99,251.82
TXN001426,2026-06-20,STR002,PRD017,12,22.99,275.88
TXN001427,2026-06-20,STR002,PRD018,18,4.99,89.82
TXN001428,2026-06-20,STR002,PRD019,12,10.99,131.88
TXN001429,2026-06-20,STR002,PRD020,12,14.99,179.88
TXN001430,2026-06-20,STR002,PRD021,15,12.99,194.85
TXN001431,2026-06-20,STR002,PRD022,6,32.99,197.94
TXN001432,2026-06-20,STR002,PRD023,14,24.99,349.86
TXN001433,2026-06-20,STR002,PRD024,12,27.99,335.88
TXN001434,2026-06-20,STR002,PRD025,10,42.99,429.9
TXN001435,2026-06-20,STR003,PRD001,6,49.99,299.94
TXN001436,2026-06-20,STR003,PRD002,8,89.99,719.92
TXN001437,2026-06-20,STR003,PRD004,6,34.99,209.94
TXN001438,2026-06-20,STR003,PRD005,4,329.99,1319.96
TXN001439,2026-06-20,STR003,PRD006,9,24.99,224.91
TXN001440,2026-06-20,STR003,PRD007,5,39.99,199.95
TXN001441,2026-06-20,STR003,PRD008,6,79.99,479.94
TXN001442,2026-06-20,STR003,PRD009,8,19.99,159.92
TXN001443,2026-06-20,STR003,PRD010,2,219.99,439.98
TXN001444,2026-06-20,STR003,PRD011,8,16.99,135.92
TXN001445,2026-06-20,STR003,PRD012,10,119.99,1199.9
TXN001446,2026-06-20,STR003,PRD013,10,9.99,99.9
TXN001447,2026-06-20,STR003,PRD014,9,44.99,404.91
TXN001448,2026-06-20,STR003,PRD015,9,34.99,314.91
TXN001449,2026-06-20,STR003,PRD016,15,13.99,209.85
TXN001450,2026-06-20,STR003,PRD017,18,22.99,413.82
TXN001451,2026-06-20,STR003,PRD018,20,4.99,99.8
TXN001452,2026-06-20,STR003,PRD019,18,10.99,197.82
TXN001453,2026-06-20,STR003,PRD020,12,14.99,179.88
TXN001454,2026-06-20,STR003,PRD021,10,12.99,129.9
TXN001455,2026-06-20,STR003,PRD022,9,32.99,296.91
TXN001456,2026-06-20,STR003,PRD023,11,24.99,274.89
TXN001457,2026-06-20,STR003,PRD024,6,27.99,167.94
TXN001458,2026-06-20,STR003,PRD025,7,42.99,300.93
TXN001459,2026-06-21,STR001,PRD001,5,49.99,249.95
TXN001460,2026-06-21,STR001,PRD002,8,89.99,719.92
TXN001461,2026-06-21,STR001,PRD004,8,34.99,279.92
TXN001462,2026-06-21,STR001,PRD005,2,329.99,659.98
TXN001463,2026-06-21,STR001,PRD006,6,24.99,149.94
TXN001464,2026-06-21,STR001,PRD007,4,39.99,159.96
TXN001465,2026-06-21,STR001,PRD008,5,79.99,399.95
TXN001466,2026-06-21,STR001,PRD009,6,19.99,119.94
TXN001467,2026-06-21,STR001,PRD010,3,219.99,659.97
TXN001468,2026-06-21,STR001,PRD011,10,16.99,169.9
TXN001469,2026-06-21,STR001,PRD013,12,9.99,119.88
TXN001470,2026-06-21,STR001,PRD014,9,44.99,404.91
TXN001471,2026-06-21,STR001,PRD015,5,34.99,174.95
TXN001472,2026-06-21,STR001,PRD016,14,13.99,195.86
TXN001473,2026-06-21,STR001,PRD017,19,22.99,436.81
TXN001474,2026-06-21,STR001,PRD018,15,4.99,74.85
TXN001475,2026-06-21,STR001,PRD019,18,10.99,197.82
TXN001476,2026-06-21,STR001,PRD020,10,14.99,149.9
TXN001477,2026-06-21,STR001,PRD021,14,12.99,181.86
TXN001478,2026-06-21,STR001,PRD022,12,32.99,395.88
TXN001479,2026-06-21,STR001,PRD023,10,24.99,249.9
TXN001480,2026-06-21,STR001,PRD024,14,27.99,391.86
TXN001481,2026-06-21,STR001,PRD025,2,42.99,85.98
TXN001482,2026-06-21,STR002,PRD001,5,49.99,249.95
TXN001483,2026-06-21,STR002,PRD002,4,89.99,359.96
TXN001484,2026-06-21,STR002,PRD003,2,179.99,359.98
TXN001485,2026-06-21,STR002,PRD004,5,34.99,174.95
TXN001486,2026-06-21,STR002,PRD005,2,329.99,659.98
TXN001487,2026-06-21,STR002,PRD006,10,24.99,249.9
TXN001488,2026-06-21,STR002,PRD007,10,39.99,399.9
TXN001489,2026-06-21,STR002,PRD008,6,79.99,479.94
TXN001490,2026-06-21,STR002,PRD009,5,19.99,99.95
TXN001491,2026-06-21,STR002,PRD010,4,219.99,879.96
TXN001492,2026-06-21,STR002,PRD011,8,16.99,135.92
TXN001493,2026-06-21,STR002,PRD013,6,9.99,59.94
TXN001494,2026-06-21,STR002,PRD014,12,44.99,539.88
TXN001495,2026-06-21,STR002,PRD015,11,34.99,384.89
TXN001496,2026-06-21,STR002,PRD016,19,13.99,265.81
TXN001497,2026-06-21,STR002,PRD017,19,22.99,436.81
TXN001498,2026-06-21,STR002,PRD018,15,4.99,74.85
TXN001499,2026-06-21,STR002,PRD019,10,10.99,109.9
TXN001500,2026-06-21,STR002,PRD020,11,14.99,164.89
TXN001501,2026-06-21,STR002,PRD021,10,12.99,129.9
TXN001502,2026-06-21,STR002,PRD022,9,32.99,296.91
TXN001503,2026-06-21,STR002,PRD023,14,24.99,349.86
TXN001504,2026-06-21,STR002,PRD024,8,27.99,223.92
TXN001505,2026-06-21,STR002,PRD025,11,42.99,472.89
TXN001506,2026-06-21,STR003,PRD001,4,49.99,199.96
TXN001507,2026-06-21,STR003,PRD002,5,89.99,449.95
TXN001508,2026-06-21,STR003,PRD004,2,34.99,69.98
TXN001509,2026-06-21,STR003,PRD005,4,329.99,1319.96
TXN001510,2026-06-21,STR003,PRD006,10,24.99,249.9
TXN001511,2026-06-21,STR003,PRD007,9,39.99,359.91
TXN001512,2026-06-21,STR003,PRD008,8,79.99,639.92
TXN001513,2026-06-21,STR003,PRD009,4,19.99,79.96
TXN001514,2026-06-21,STR003,PRD010,4,219.99,879.96
TXN001515,2026-06-21,STR003,PRD011,12,16.99,203.88
TXN001516,2026-06-21,STR003,PRD013,10,9.99,99.9
TXN001517,2026-06-21,STR003,PRD014,10,44.99,449.9
TXN001518,2026-06-21,STR003,PRD015,5,34.99,174.95
TXN001519,2026-06-21,STR003,PRD016,20,13.99,279.8
TXN001520,2026-06-21,STR003,PRD017,14,22.99,321.86
TXN001521,2026-06-21,STR003,PRD018,12,4.99,59.88
TXN001522,2026-06-21,STR003,PRD019,15,10.99,164.85
TXN001523,2026-06-21,STR003,PRD020,10,14.99,149.9
TXN001524,2026-06-21,STR003,PRD021,12,12.99,155.88
TXN001525,2026-06-21,STR003,PRD022,7,32.99,230.93
TXN001526,2026-06-21,STR003,PRD023,9,24.99,224.91
TXN001527,2026-06-21,STR003,PRD024,8,27.99,223.92
TXN001528,2026-06-21,STR003,PRD025,12,42.99,515.88
TXN001529,2026-06-22,STR001,PRD001,2,49.99,99.98
TXN001530,2026-06-22,STR001,PRD002,6,89.99,539.94
TXN001531,2026-06-22,STR001,PRD004,6,34.99,209.94
TXN001532,2026-06-22,STR001,PRD005,6,329.99,1979.94
TXN001533,2026-06-22,STR001,PRD006,7,24.99,174.93
TXN001534,2026-06-22,STR001,PRD007,3,39.99,119.97
TXN001535,2026-06-22,STR001,PRD008,6,79.99,479.94
TXN001536,2026-06-22,STR001,PRD009,6,19.99,119.94
TXN001537,2026-06-22,STR001,PRD011,9,16.99,152.91
TXN001538,2026-06-22,STR001,PRD013,6,9.99,59.94
TXN001539,2026-06-22,STR001,PRD014,6,44.99,269.94
TXN001540,2026-06-22,STR001,PRD015,4,34.99,139.96
TXN001541,2026-06-22,STR001,PRD016,13,13.99,181.87
TXN001542,2026-06-22,STR001,PRD017,9,22.99,206.91
TXN001543,2026-06-22,STR001,PRD018,17,4.99,84.83
TXN001544,2026-06-22,STR001,PRD019,11,10.99,120.89
TXN001545,2026-06-22,STR001,PRD020,9,14.99,134.91
TXN001546,2026-06-22,STR001,PRD021,10,12.99,129.9
TXN001547,2026-06-22,STR001,PRD022,7,32.99,230.93
TXN001548,2026-06-22,STR001,PRD023,5,24.99,124.95
TXN001549,2026-06-22,STR001,PRD024,10,27.99,279.9
TXN001550,2026-06-22,STR002,PRD001,3,49.99,149.97
TXN001551,2026-06-22,STR002,PRD002,5,89.99,449.95
TXN001552,2026-06-22,STR002,PRD003,5,179.99,899.95
TXN001553,2026-06-22,STR002,PRD004,3,34.99,104.97
TXN001554,2026-06-22,STR002,PRD005,3,329.99,989.97
TXN001555,2026-06-22,STR002,PRD006,8,24.99,199.92
TXN001556,2026-06-22,STR002,PRD007,6,39.99,239.94
TXN001557,2026-06-22,STR002,PRD008,5,79.99,399.95
TXN001558,2026-06-22,STR002,PRD009,4,19.99,79.96
TXN001559,2026-06-22,STR002,PRD010,3,219.99,659.97
TXN001560,2026-06-22,STR002,PRD011,10,16.99,169.9
TXN001561,2026-06-22,STR002,PRD013,4,9.99,39.96
TXN001562,2026-06-22,STR002,PRD014,6,44.99,269.94
TXN001563,2026-06-22,STR002,PRD015,6,34.99,209.94
TXN001564,2026-06-22,STR002,PRD016,16,13.99,223.84
TXN001565,2026-06-22,STR002,PRD017,14,22.99,321.86
TXN001566,2026-06-22,STR002,PRD018,19,4.99,94.81
TXN001567,2026-06-22,STR002,PRD019,12,10.99,131.88
TXN001568,2026-06-22,STR002,PRD021,8,12.99,103.92
TXN001569,2026-06-22,STR002,PRD022,9,32.99,296.91
TXN001570,2026-06-22,STR002,PRD023,10,24.99,249.9
TXN001571,2026-06-22,STR002,PRD024,5,27.99,139.95
TXN001572,2026-06-22,STR002,PRD025,10,42.99,429.9
TXN001573,2026-06-22,STR003,PRD001,2,49.99,99.98
TXN001574,2026-06-22,STR003,PRD002,4,89.99,359.96
TXN001575,2026-06-22,STR003,PRD004,5,34.99,174.95
TXN001576,2026-06-22,STR003,PRD005,5,329.99,1649.95
TXN001577,2026-06-22,STR003,PRD006,6,24.99,149.94
TXN001578,2026-06-22,STR003,PRD007,5,39.99,199.95
TXN001579,2026-06-22,STR003,PRD008,4,79.99,319.96
TXN001580,2026-06-22,STR003,PRD009,6,19.99,119.94
TXN001581,2026-06-22,STR003,PRD010,8,219.99,1759.92
TXN001582,2026-06-22,STR003,PRD011,6,16.99,101.94
TXN001583,2026-06-22,STR003,PRD012,10,119.99,1199.9
TXN001584,2026-06-22,STR003,PRD013,8,9.99,79.92
TXN001585,2026-06-22,STR003,PRD014,6,44.99,269.94
TXN001586,2026-06-22,STR003,PRD015,10,34.99,349.9
TXN001587,2026-06-22,STR003,PRD016,9,13.99,125.91
TXN001588,2026-06-22,STR003,PRD017,10,22.99,229.9
TXN001589,2026-06-22,STR003,PRD018,9,4.99,44.91
TXN001590,2026-06-22,STR003,PRD019,14,10.99,153.86
TXN001591,2026-06-22,STR003,PRD020,10,14.99,149.9
TXN001592,2026-06-22,STR003,PRD021,9,12.99,116.91
TXN001593,2026-06-22,STR003,PRD022,10,32.99,329.9
TXN001594,2026-06-22,STR003,PRD023,6,24.99,149.94
TXN001595,2026-06-22,STR003,PRD024,6,27.99,167.94
TXN001596,2026-06-22,STR003,PRD025,10,42.99,429.9
TXN001597,2026-06-23,STR001,PRD001,4,49.99,199.96
TXN001598,2026-06-23,STR001,PRD002,4,89.99,359.96
TXN001599,2026-06-23,STR001,PRD004,6,34.99,209.94
TXN001600,2026-06-23,STR001,PRD005,5,329.99,1649.95
TXN001601,2026-06-23,STR001,PRD006,4,24.99,99.96
TXN001602,2026-06-23,STR001,PRD007,8,39.99,319.92
TXN001603,2026-06-23,STR001,PRD008,6,79.99,479.94
TXN001604,2026-06-23,STR001,PRD009,6,19.99,119.94
TXN001605,2026-06-23,STR001,PRD010,3,219.99,659.97
TXN001606,2026-06-23,STR001,PRD011,9,16.99,152.91
TXN001607,2026-06-23,STR001,PRD012,10,119.99,1199.9
TXN001608,2026-06-23,STR001,PRD013,6,9.99,59.94
TXN001609,2026-06-23,STR001,PRD014,8,44.99,359.92
TXN001610,2026-06-23,STR001,PRD015,7,34.99,244.93
TXN001611,2026-06-23,STR001,PRD016,12,13.99,167.88
TXN001612,2026-06-23,STR001,PRD017,6,22.99,137.94
TXN001613,2026-06-23,STR001,PRD018,13,4.99,64.87
TXN001614,2026-06-23,STR001,PRD019,14,10.99,153.86
TXN001615,2026-06-23,STR001,PRD020,13,14.99,194.87
TXN001616,2026-06-23,STR001,PRD021,7,12.99,90.93
TXN001617,2026-06-23,STR001,PRD022,5,32.99,164.95
TXN001618,2026-06-23,STR001,PRD023,7,24.99,174.93
TXN001619,2026-06-23,STR001,PRD024,12,27.99,335.88
TXN001620,2026-06-23,STR001,PRD025,5,42.99,214.95
TXN001621,2026-06-23,STR002,PRD001,3,49.99,149.97
TXN001622,2026-06-23,STR002,PRD002,2,89.99,179.98
TXN001623,2026-06-23,STR002,PRD003,3,179.99,539.97
TXN001624,2026-06-23,STR002,PRD004,4,34.99,139.96
TXN001625,2026-06-23,STR002,PRD005,4,329.99,1319.96
TXN001626,2026-06-23,STR002,PRD006,6,24.99,149.94
TXN001627,2026-06-23,STR002,PRD007,7,39.99,279.93
TXN001628,2026-06-23,STR002,PRD008,3,79.99,239.97
TXN001629,2026-06-23,STR002,PRD009,7,19.99,139.93
TXN001630,2026-06-23,STR002,PRD010,4,219.99,879.96
TXN001631,2026-06-23,STR002,PRD011,9,16.99,152.91
TXN001632,2026-06-23,STR002,PRD013,6,9.99,59.94
TXN001633,2026-06-23,STR002,PRD014,6,44.99,269.94
TXN001634,2026-06-23,STR002,PRD015,10,34.99,349.9
TXN001635,2026-06-23,STR002,PRD016,10,13.99,139.9
TXN001636,2026-06-23,STR002,PRD017,16,22.99,367.84
TXN001637,2026-06-23,STR002,PRD018,17,4.99,84.83
TXN001638,2026-06-23,STR002,PRD019,14,10.99,153.86
TXN001639,2026-06-23,STR002,PRD020,13,14.99,194.87
TXN001640,2026-06-23,STR002,PRD021,9,12.99,116.91
TXN001641,2026-06-23,STR002,PRD022,8,32.99,263.92
TXN001642,2026-06-23,STR002,PRD023,5,24.99,124.95
TXN001643,2026-06-23,STR002,PRD024,7,27.99,195.93
TXN001644,2026-06-23,STR002,PRD025,12,42.99,515.88
