date,store_id,product_id,stock_on_hand,reorder_status
2026-06-22,STR003,PRD022,49,NORMAL
2026-06-22,STR003,PRD023,66,NORMAL
2026-06-22,STR003,PRD024,110,NORMAL
2026-06-22,STR003,PRD025,18,LOW_STOCK
2026-06-23,STR001,PRD001,69,NORMAL
2026-06-23,STR001,PRD002,30,NORMAL
2026-06-23,STR001,PRD003,0,OUT_OF_STOCK
2026-06-23,STR001,PRD004,78,NORMAL
2026-06-23,STR001,PRD005,22,NORMAL
2026-06-23,STR001,PRD006,104,NORMAL
2026-06-23,STR001,PRD007,39,NORMAL
2026-06-23,STR001,PRD008,19,LOW_STOCK
2026-06-23,STR001,PRD009,35,NORMAL
2026-06-23,STR001,PRD010,24,NORMAL
2026-06-23,STR001,PRD011,74,NORMAL
2026-06-23,STR001,PRD012,19,NORMAL
2026-06-23,STR001,PRD013,168,NORMAL
2026-06-23,STR001,PRD014,13,LOW_STOCK
2026-06-23,STR001,PRD015,40,NORMAL
2026-06-23,STR001,PRD016,51,NORMAL
2026-06-23,STR001,PRD017,0,OUT_OF_STOCK
2026-06-23,STR001,PRD018,16,LOW_STOCK
2026-06-23,STR001,PRD019,61,NORMAL
2026-06-23,STR001,PRD020,68,NORMAL
2026-06-23,STR001,PRD021,24,LOW_STOCK
2026-06-23,STR001,PRD022,33,NORMAL
2026-06-23,STR001,PRD023,98,NORMAL
2026-06-23,STR001,PRD024,63,NORMAL
2026-06-23,STR001,PRD025,43,NORMAL
2026-06-23,STR002,PRD001,77,NORMAL
2026-06-23,STR002,PRD002,41,NORMAL
2026-06-23,STR002,PRD003,19,NORMAL
2026-06-23,STR002,PRD004,96,NORMAL
2026-06-23,STR002,PRD005,5,LOW_STOCK
2026-06-23,STR002,PRD006,111,NORMAL
2026-06-23,STR002,PRD007,24,LOW_STOCK
2026-06-23,STR002,PRD008,52,NORMAL
2026-06-23,STR002,PRD009,46,NORMAL
2026-06-23,STR002,PRD010,12,NORMAL
2026-06-23,STR002,PRD011,16,LOW_STOCK
2026-06-23,STR002,PRD012,376,OVERSTOCKED
2026-06-23,STR002,PRD013,33,LOW_STOCK
2026-06-23,STR002,PRD014,20,LOW_STOCK
2026-06-23,STR002,PRD015,29,LOW_STOCK
2026-06-23,STR002,PRD016,71,NORMAL
2026-06-23,STR002,PRD017,4,LOW_STOCK
2026-06-23,STR002,PRD018,214,NORMAL
2026-06-23,STR002,PRD019,53,NORMAL
2026-06-23,STR002,PRD020,64,NORMAL
2026-06-23,STR002,PRD021,57,NORMAL
2026-06-23,STR002,PRD022,23,LOW_STOCK
2026-06-23,STR002,PRD023,52,NORMAL
2026-06-23,STR002,PRD024,73,NORMAL
2026-06-23,STR002,PRD025,1,LOW_STOCK
2026-06-23,STR003,PRD001,62,NORMAL
2026-06-23,STR003,PRD002,27,NORMAL
2026-06-23,STR003,PRD003,0,OUT_OF_STOCK
2026-06-23,STR003,PRD004,88,NORMAL
2026-06-23,STR003,PRD005,0,OUT_OF_STOCK
2026-06-23,STR003,PRD006,99,NORMAL
2026-06-23,STR003,PRD007,48,NORMAL
2026-06-23,STR003,PRD008,36,NORMAL
2026-06-23,STR003,PRD009,53,NORMAL
2026-06-23,STR003,PRD010,2,LOW_STOCK
2026-06-23,STR003,PRD011,36,LOW_STOCK
2026-06-23,STR003,PRD012,13,LOW_STOCK
2026-06-23,STR003,PRD013,145,NORMAL
2026-06-23,STR003,PRD014,50,NORMAL
2026-06-23,STR003,PRD015,46,NORMAL
2026-06-23,STR003,PRD016,45,LOW_STOCK
2026-06-23,STR003,PRD017,0,OUT_OF_STOCK
2026-06-23,STR003,PRD018,131,NORMAL
2026-06-23,STR003,PRD019,12,LOW_STOCK
2026-06-23,STR003,PRD020,18,LOW_STOCK
2026-06-23,STR003,PRD021,141,NORMAL
2026-06-23,STR003,PRD022,43,NORMAL
2026-06-23,STR003,PRD023,57,NORMAL
2026-06-23,STR003,PRD024,101,NORMAL
2026-06-23,STR003,PRD025,11,LOW_STOCK
2026-06-24,STR001,PRD001,66,NORMAL
2026-06-24,STR001,PRD002,26,NORMAL
2026-06-24,STR001,PRD003,0,OUT_OF_STOCK
2026-06-24,STR001,PRD004,75,NORMAL
2026-06-24,STR001,PRD005,20,NORMAL
2026-06-24,STR001,PRD006,100,NORMAL
2026-06-24,STR001,PRD007,35,LOW_STOCK
2026-06-24,STR001,PRD008,13,LOW_STOCK
2026-06-24,STR001,PRD009,32,NORMAL
2026-06-24,STR001,PRD010,19,NORMAL
2026-06-24,STR001,PRD011,66,NORMAL
2026-06-24,STR001,PRD012,11,LOW_STOCK
2026-06-24,STR001,PRD013,161,NORMAL
2026-06-24,STR001,PRD014,3,LOW_STOCK
2026-06-24,STR001,PRD015,32,NORMAL
2026-06-24,STR001,PRD016,41,LOW_STOCK
2026-06-24,STR001,PRD017,66,NORMAL
2026-06-24,STR001,PRD018,192,NORMAL
2026-06-24,STR001,PRD019,49,NORMAL
2026-06-24,STR001,PRD020,54,NORMAL
2026-06-24,STR001,PRD021,12,LOW_STOCK
2026-06-24,STR001,PRD022,22,LOW_STOCK
2026-06-24,STR001,PRD023,92,NORMAL
2026-06-24,STR001,PRD024,56,NORMAL
2026-06-24,STR001,PRD025,33,NORMAL
2026-06-24,STR002,PRD001,75,NORMAL
2026-06-24,STR002,PRD002,36,NORMAL
2026-06-24,STR002,PRD003,14,LOW_STOCK
2026-06-24,STR002,PRD004,90,NORMAL
2026-06-24,STR002,PRD005,27,NORMAL
2026-06-24,STR002,PRD006,107,NORMAL
2026-06-24,STR002,PRD007,86,NORMAL
2026-06-24,STR002,PRD008,44,NORMAL
2026-06-24,STR002,PRD009,39,NORMAL
2026-06-24,STR002,PRD010,8,LOW_STOCK
2026-06-24,STR002,PRD011,94,NORMAL
2026-06-24,STR002,PRD012,376,OVERSTOCKED
2026-06-24,STR002,PRD013,174,NORMAL
2026-06-24,STR002,PRD014,16,LOW_STOCK
2026-06-24,STR002,PRD015,19,LOW_STOCK
2026-06-24,STR002,PRD016,62,NORMAL
2026-06-24,STR002,PRD017,0,OUT_OF_STOCK
2026-06-24,STR002,PRD018,200,NORMAL
2026-06-24,STR002,PRD019,41,NORMAL
2026-06-24,STR002,PRD020,54,NORMAL
2026-06-24,STR002,PRD021,50,LOW_STOCK
2026-06-24,STR002,PRD022,15,LOW_STOCK
2026-06-24,STR002,PRD023,42,NORMAL
2026-06-24,STR002,PRD024,64,NORMAL
2026-06-24,STR002,PRD025,0,OUT_OF_STOCK
2026-06-24,STR003,PRD001,58,NORMAL
2026-06-24,STR003,PRD002,24,NORMAL
2026-06-24,STR003,PRD003,0,OUT_OF_STOCK
2026-06-24,STR003,PRD004,82,NORMAL
2026-06-24,STR003,PRD005,22,NORMAL
2026-06-24,STR003,PRD006,95,NORMAL
2026-06-24,STR003,PRD007,40,NORMAL
2026-06-24,STR003,PRD008,31,NORMAL
2026-06-24,STR003,PRD009,46,NORMAL
2026-06-24,STR003,PRD010,0,OUT_OF_STOCK
2026-06-24,STR003,PRD011,32,LOW_STOCK
2026-06-24,STR003,PRD012,5,LOW_STOCK
2026-06-24,STR003,PRD013,136,NORMAL
2026-06-24,STR003,PRD014,45,NORMAL
2026-06-24,STR003,PRD015,38,NORMAL
2026-06-24,STR003,PRD016,35,LOW_STOCK
2026-06-24,STR003,PRD017,56,NORMAL
2026-06-24,STR003,PRD018,118,NORMAL
2026-06-24,STR003,PRD019,89,NORMAL
2026-06-24,STR003,PRD020,10,LOW_STOCK
2026-06-24,STR003,PRD021,135,NORMAL
2026-06-24,STR003,PRD022,38,NORMAL
2026-06-24,STR003,PRD023,48,NORMAL
2026-06-24,STR003,PRD024,93,NORMAL
2026-06-24,STR003,PRD025,0,OUT_OF_STOCK
2026-06-25,STR001,PRD001,60,NORMAL
2026-06-25,STR001,PRD002,24,NORMAL
2026-06-25,STR001,PRD003,0,OUT_OF_STOCK
2026-06-25,STR001,PRD004,69,NORMAL
2026-06-25,STR001,PRD005,16,NORMAL
2026-06-25,STR001,PRD006,92,NORMAL
2026-06-25,STR001,PRD007,30,LOW_STOCK
2026-06-25,STR001,PRD008,7,LOW_STOCK
2026-06-25,STR001,PRD009,28,NORMAL
2026-06-25,STR001,PRD010,11,NORMAL
2026-06-25,STR001,PRD011,59,NORMAL
2026-06-25,STR001,PRD012,5,LOW_STOCK
2026-06-25,STR001,PRD013,154,NORMAL
2026-06-25,STR001,PRD014,0,OUT_OF_STOCK
2026-06-25,STR001,PRD015,23,LOW_STOCK
2026-06-25,STR001,PRD016,31,LOW_STOCK
2026-06-25,STR001,PRD017,51,NORMAL
2026-06-25,STR001,PRD018,174,NORMAL
2026-06-25,STR001,PRD019,34,LOW_STOCK
2026-06-25,STR001,PRD020,43,NORMAL
2026-06-25,STR001,PRD021,121,NORMAL
2026-06-25,STR001,PRD022,15,LOW_STOCK
2026-06-25,STR001,PRD023,82,NORMAL
2026-06-25,STR001,PRD024,46,NORMAL
2026-06-25,STR001,PRD025,23,NORMAL
2026-06-25,STR002,PRD001,70,NORMAL
2026-06-25,STR002,PRD002,33,NORMAL
2026-06-25,STR002,PRD003,10,LOW_STOCK
2026-06-25,STR002,PRD004,84,NORMAL
2026-06-25,STR002,PRD005,21,NORMAL
2026-06-25,STR002,PRD006,104,NORMAL
2026-06-25,STR002,PRD007,81,NORMAL
2026-06-25,STR002,PRD008,40,NORMAL
2026-06-25,STR002,PRD009,33,NORMAL
2026-06-25,STR002,PRD010,5,LOW_STOCK
2026-06-25,STR002,PRD011,88,NORMAL
2026-06-25,STR002,PRD012,376,OVERSTOCKED
2026-06-25,STR002,PRD013,169,NORMAL
2026-06-25,STR002,PRD014,12,LOW_STOCK
2026-06-25,STR002,PRD015,76,NORMAL
2026-06-25,STR002,PRD016,50,LOW_STOCK
2026-06-25,STR002,PRD017,0,OUT_OF_STOCK
2026-06-25,STR002,PRD018,185,NORMAL
2026-06-25,STR002,PRD019,31,LOW_STOCK
2026-06-25,STR002,PRD020,41,NORMAL
2026-06-25,STR002,PRD021,42,LOW_STOCK
2026-06-25,STR002,PRD022,60,NORMAL
2026-06-25,STR002,PRD023,30,LOW_STOCK
2026-06-25,STR002,PRD024,52,NORMAL
2026-06-25,STR002,PRD025,35,NORMAL
2026-06-25,STR003,PRD001,54,NORMAL
2026-06-25,STR003,PRD002,19,LOW_STOCK
2026-06-25,STR003,PRD003,0,OUT_OF_STOCK
2026-06-25,STR003,PRD004,77,NORMAL
2026-06-25,STR003,PRD005,16,NORMAL
2026-06-25,STR003,PRD006,89,NORMAL
2026-06-25,STR003,PRD007,36,NORMAL
2026-06-25,STR003,PRD008,27,NORMAL
2026-06-25,STR003,PRD009,39,NORMAL
2026-06-25,STR003,PRD010,16,NORMAL
2026-06-25,STR003,PRD011,28,LOW_STOCK
2026-06-25,STR003,PRD012,28,NORMAL
2026-06-25,STR003,PRD013,130,NORMAL
2026-06-25,STR003,PRD014,38,NORMAL
2026-06-25,STR003,PRD015,30,LOW_STOCK
2026-06-25,STR003,PRD016,20,LOW_STOCK
2026-06-25,STR003,PRD017,44,NORMAL
2026-06-25,STR003,PRD018,102,NORMAL
2026-06-25,STR003,PRD019,81,NORMAL
2026-06-25,STR003,PRD020,1,LOW_STOCK
2026-06-25,STR003,PRD021,124,NORMAL
2026-06-25,STR003,PRD022,31,NORMAL
2026-06-25,STR003,PRD023,39,LOW_STOCK
2026-06-25,STR003,PRD024,83,NORMAL
2026-06-25,STR003,PRD025,0,OUT_OF_STOCK
2026-06-26,STR001,PRD001,56,NORMAL
2026-06-26,STR001,PRD002,22,NORMAL
2026-06-26,STR001,PRD003,0,OUT_OF_STOCK
2026-06-26,STR001,PRD004,67,NORMAL
2026-06-26,STR001,PRD005,10,LOW_STOCK
2026-06-26,STR001,PRD006,88,NORMAL
2026-06-26,STR001,PRD007,90,NORMAL
2026-06-26,STR001,PRD008,41,NORMAL
2026-06-26,STR001,PRD009,23,LOW_STOCK
2026-06-26,STR001,PRD010,5,LOW_STOCK
2026-06-26,STR001,PRD011,52,NORMAL
2026-06-26,STR001,PRD012,0,OUT_OF_STOCK
2026-06-26,STR001,PRD013,146,NORMAL
2026-06-26,STR001,PRD014,53,NORMAL
2026-06-26,STR001,PRD015,13,LOW_STOCK
2026-06-26,STR001,PRD016,22,LOW_STOCK
2026-06-26,STR001,PRD017,41,NORMAL
2026-06-26,STR001,PRD018,161,NORMAL
2026-06-26,STR001,PRD019,20,LOW_STOCK
2026-06-26,STR001,PRD020,30,LOW_STOCK
2026-06-26,STR001,PRD021,111,NORMAL
2026-06-26,STR001,PRD022,8,LOW_STOCK
2026-06-26,STR001,PRD023,74,NORMAL
2026-06-26,STR001,PRD024,35,LOW_STOCK
2026-06-26,STR001,PRD025,18,LOW_STOCK
2026-06-26,STR002,PRD001,68,NORMAL
2026-06-26,STR002,PRD002,30,NORMAL
2026-06-26,STR002,PRD003,6,LOW_STOCK
2026-06-26,STR002,PRD004,79,NORMAL
2026-06-26,STR002,PRD005,15,NORMAL
2026-06-26,STR002,PRD006,98,NORMAL
2026-06-26,STR002,PRD007,77,NORMAL
2026-06-26,STR002,PRD008,33,NORMAL
2026-06-26,STR002,PRD009,26,NORMAL
2026-06-26,STR002,PRD010,23,NORMAL
2026-06-26,STR002,PRD011,82,NORMAL
2026-06-26,STR002,PRD012,376,OVERSTOCKED
2026-06-26,STR002,PRD013,163,NORMAL
2026-06-26,STR002,PRD014,67,NORMAL
2026-06-26,STR002,PRD015,69,NORMAL
2026-06-26,STR002,PRD016,38,LOW_STOCK
2026-06-26,STR002,PRD017,57,NORMAL
2026-06-26,STR002,PRD018,165,NORMAL
2026-06-26,STR002,PRD019,15,LOW_STOCK
2026-06-26,STR002,PRD020,25,LOW_STOCK
2026-06-26,STR002,PRD021,33,LOW_STOCK
2026-06-26,STR002,PRD022,48,NORMAL
2026-06-26,STR002,PRD023,25,LOW_STOCK
2026-06-26,STR002,PRD024,42,LOW_STOCK
2026-06-26,STR002,PRD025,29,NORMAL
2026-06-26,STR003,PRD001,49,NORMAL
2026-06-26,STR003,PRD002,13,LOW_STOCK
2026-06-26,STR003,PRD003,0,OUT_OF_STOCK
2026-06-26,STR003,PRD004,75,NORMAL
2026-06-26,STR003,PRD005,10,LOW_STOCK
2026-06-26,STR003,PRD006,84,NORMAL
2026-06-26,STR003,PRD007,28,LOW_STOCK
2026-06-26,STR003,PRD008,20,LOW_STOCK
2026-06-26,STR003,PRD009,31,NORMAL
2026-06-26,STR003,PRD010,13,NORMAL
2026-06-26,STR003,PRD011,20,LOW_STOCK
2026-06-26,STR003,PRD012,21,NORMAL
2026-06-26,STR003,PRD013,125,NORMAL
2026-06-26,STR003,PRD014,30,NORMAL
2026-06-26,STR003,PRD015,21,LOW_STOCK
2026-06-26,STR003,PRD016,111,NORMAL
2026-06-26,STR003,PRD017,34,NORMAL
2026-06-26,STR003,PRD018,91,NORMAL
2026-06-26,STR003,PRD019,73,NORMAL
2026-06-26,STR003,PRD020,61,NORMAL
2026-06-26,STR003,PRD021,116,NORMAL
2026-06-26,STR003,PRD022,26,NORMAL
2026-06-26,STR003,PRD023,27,LOW_STOCK
2026-06-26,STR003,PRD024,73,NORMAL
2026-06-26,STR003,PRD025,31,NORMAL
2026-06-27,STR001,PRD001,52,NORMAL
2026-06-27,STR001,PRD002,16,LOW_STOCK
2026-06-27,STR001,PRD003,0,OUT_OF_STOCK
2026-06-27,STR001,PRD004,61,NORMAL
2026-06-27,STR001,PRD005,2,LOW_STOCK
2026-06-27,STR001,PRD006,79,NORMAL
2026-06-27,STR001,PRD007,82,NORMAL
2026-06-27,STR001,PRD008,31,NORMAL
2026-06-27,STR001,PRD009,13,LOW_STOCK
2026-06-27,STR001,PRD010,1,LOW_STOCK
2026-06-27,STR001,PRD011,41,NORMAL
2026-06-27,STR001,PRD012,23,NORMAL
2026-06-27,STR001,PRD013,136,NORMAL
2026-06-27,STR001,PRD014,47,NORMAL
2026-06-27,STR001,PRD015,70,NORMAL
2026-06-27,STR001,PRD016,6,LOW_STOCK
2026-06-27,STR001,PRD017,22,LOW_STOCK
2026-06-27,STR001,PRD018,139,NORMAL
2026-06-27,STR001,PRD019,4,LOW_STOCK
2026-06-27,STR001,PRD020,18,LOW_STOCK
2026-06-27,STR001,PRD021,96,NORMAL
2026-06-27,STR001,PRD022,49,NORMAL
2026-06-27,STR001,PRD023,62,NORMAL
2026-06-27,STR001,PRD024,24,LOW_STOCK
2026-06-27,STR001,PRD025,3,LOW_STOCK
2026-06-27,STR002,PRD001,64,NORMAL
2026-06-27,STR002,PRD002,26,NORMAL
2026-06-27,STR002,PRD003,1,LOW_STOCK
2026-06-27,STR002,PRD004,71,NORMAL
2026-06-27,STR002,PRD005,10,LOW_STOCK
2026-06-27,STR002,PRD006,92,NORMAL
2026-06-27,STR002,PRD007,71,NORMAL
2026-06-27,STR002,PRD008,23,NORMAL
2026-06-27,STR002,PRD009,21,LOW_STOCK
2026-06-27,STR002,PRD010,13,NORMAL
2026-06-27,STR002,PRD011,73,NORMAL
2026-06-27,STR002,PRD012,376,OVERSTOCKED
2026-06-27,STR002,PRD013,155,NORMAL
2026-06-27,STR002,PRD014,57,NORMAL
2026-06-27,STR002,PRD015,57,NORMAL
2026-06-27,STR002,PRD016,23,LOW_STOCK
2026-06-27,STR002,PRD017,42,NORMAL
2026-06-27,STR002,PRD018,149,NORMAL
2026-06-27,STR002,PRD019,0,OUT_OF_STOCK
2026-06-27,STR002,PRD020,7,LOW_STOCK
2026-06-27,STR002,PRD021,129,NORMAL
2026-06-27,STR002,PRD022,36,NORMAL
2026-06-27,STR002,PRD023,16,LOW_STOCK
2026-06-27,STR002,PRD024,31,LOW_STOCK
2026-06-27,STR002,PRD025,23,NORMAL
2026-06-27,STR003,PRD001,44,NORMAL
2026-06-27,STR003,PRD002,52,NORMAL
2026-06-27,STR003,PRD003,0,OUT_OF_STOCK
2026-06-27,STR003,PRD004,69,NORMAL
2026-06-27,STR003,PRD005,5,LOW_STOCK
2026-06-27,STR003,PRD006,74,NORMAL
2026-06-27,STR003,PRD007,20,LOW_STOCK
2026-06-27,STR003,PRD008,15,LOW_STOCK
2026-06-27,STR003,PRD009,26,NORMAL
2026-06-27,STR003,PRD010,4,LOW_STOCK
2026-06-27,STR003,PRD011,94,NORMAL
2026-06-27,STR003,PRD012,10,LOW_STOCK
2026-06-27,STR003,PRD013,119,NORMAL
2026-06-27,STR003,PRD014,25,LOW_STOCK
2026-06-27,STR003,PRD015,10,LOW_STOCK
2026-06-27,STR003,PRD016,97,NORMAL
2026-06-27,STR003,PRD017,20,LOW_STOCK
2026-06-27,STR003,PRD018,71,LOW_STOCK
2026-06-27,STR003,PRD019,59,NORMAL
2026-06-27,STR003,PRD020,51,NORMAL
2026-06-27,STR003,PRD021,108,NORMAL
2026-06-27,STR003,PRD022,12,LOW_STOCK
2026-06-27,STR003,PRD023,12,LOW_STOCK
2026-06-27,STR003,PRD024,65,NORMAL
2026-06-27,STR003,PRD025,22,NORMAL
2026-06-28,STR001,PRD001,50,NORMAL
2026-06-28,STR001,PRD002,8,LOW_STOCK
2026-06-28,STR001,PRD003,0,OUT_OF_STOCK
2026-06-28,STR001,PRD004,55,NORMAL
2026-06-28,STR001,PRD005,0,OUT_OF_STOCK
2026-06-28,STR001,PRD006,71,NORMAL
2026-06-28,STR001,PRD007,72,NORMAL
2026-06-28,STR001,PRD008,26,NORMAL
2026-06-28,STR001,PRD009,59,NORMAL
2026-06-28,STR001,PRD010,0,OUT_OF_STOCK
2026-06-28,STR001,PRD011,33,LOW_STOCK
2026-06-28,STR001,PRD012,18,NORMAL
2026-06-28,STR001,PRD013,124,NORMAL
2026-06-28,STR001,PRD014,42,NORMAL
2026-06-28,STR001,PRD015,59,NORMAL
2026-06-28,STR001,PRD016,101,NORMAL
2026-06-28,STR001,PRD017,2,LOW_STOCK
2026-06-28,STR001,PRD018,124,NORMAL
2026-06-28,STR001,PRD019,78,NORMAL
2026-06-28,STR001,PRD020,0,OUT_OF_STOCK
2026-06-28,STR001,PRD021,87,NORMAL
2026-06-28,STR001,PRD022,43,NORMAL
2026-06-28,STR001,PRD023,48,NORMAL
2026-06-28,STR001,PRD024,9,LOW_STOCK
2026-06-28,STR001,PRD025,36,NORMAL
2026-06-28,STR002,PRD001,59,NORMAL
2026-06-28,STR002,PRD002,24,NORMAL
2026-06-28,STR002,PRD003,35,NORMAL
2026-06-28,STR002,PRD004,66,NORMAL
2026-06-28,STR002,PRD005,2,LOW_STOCK
2026-06-28,STR002,PRD006,83,NORMAL
2026-06-28,STR002,PRD007,67,NORMAL
2026-06-28,STR002,PRD008,17,LOW_STOCK
2026-06-28,STR002,PRD009,13,LOW_STOCK
2026-06-28,STR002,PRD010,3,LOW_STOCK
2026-06-28,STR002,PRD011,63,NORMAL
2026-06-28,STR002,PRD012,376,OVERSTOCKED
2026-06-28,STR002,PRD013,149,NORMAL
2026-06-28,STR002,PRD014,45,NORMAL
2026-06-28,STR002,PRD015,47,NORMAL
2026-06-28,STR002,PRD016,104,NORMAL
2026-06-28,STR002,PRD017,27,LOW_STOCK
2026-06-28,STR002,PRD018,133,NORMAL
2026-06-28,STR002,PRD019,73,NORMAL
2026-06-28,STR002,PRD020,0,OUT_OF_STOCK
2026-06-28,STR002,PRD021,114,NORMAL
2026-06-28,STR002,PRD022,25,LOW_STOCK
2026-06-28,STR002,PRD023,7,LOW_STOCK
2026-06-28,STR002,PRD024,25,LOW_STOCK
2026-06-28,STR002,PRD025,11,LOW_STOCK
2026-06-28,STR003,PRD001,36,NORMAL
2026-06-28,STR003,PRD002,48,NORMAL
2026-06-28,STR003,PRD003,0,OUT_OF_STOCK
2026-06-28,STR003,PRD004,61,NORMAL
2026-06-28,STR003,PRD005,0,OUT_OF_STOCK
2026-06-28,STR003,PRD006,66,NORMAL
2026-06-28,STR003,PRD007,11,LOW_STOCK
2026-06-28,STR003,PRD008,49,NORMAL
2026-06-28,STR003,PRD009,22,LOW_STOCK
2026-06-28,STR003,PRD010,0,OUT_OF_STOCK
2026-06-28,STR003,PRD011,89,NORMAL
2026-06-28,STR003,PRD012,4,LOW_STOCK
2026-06-28,STR003,PRD013,113,NORMAL
2026-06-28,STR003,PRD014,16,LOW_STOCK
2026-06-28,STR003,PRD015,2,LOW_STOCK
2026-06-28,STR003,PRD016,83,NORMAL
2026-06-28,STR003,PRD017,10,LOW_STOCK
2026-06-28,STR003,PRD018,56,LOW_STOCK
2026-06-28,STR003,PRD019,41,NORMAL
2026-06-28,STR003,PRD020,37,NORMAL
2026-06-28,STR003,PRD021,93,NORMAL
2026-06-28,STR003,PRD022,1,LOW_STOCK
2026-06-28,STR003,PRD023,0,OUT_OF_STOCK
2026-06-28,STR003,PRD024,54,NORMAL
2026-06-28,STR003,PRD025,16,LOW_STOCK
2026-06-29,STR001,PRD001,46,NORMAL
2026-06-29,STR001,PRD002,5,LOW_STOCK
2026-06-29,STR001,PRD003,0,OUT_OF_STOCK
2026-06-29,STR001,PRD004,53,NORMAL
2026-06-29,STR001,PRD005,0,OUT_OF_STOCK
2026-06-29,STR001,PRD006,66,NORMAL
2026-06-29,STR001,PRD007,68,NORMAL
2026-06-29,STR001,PRD008,20,LOW_STOCK
2026-06-29,STR001,PRD009,52,NORMAL
2026-06-29,STR001,PRD010,0,OUT_OF_STOCK
2026-06-29,STR001,PRD011,23,LOW_STOCK
2026-06-29,STR001,PRD012,12,LOW_STOCK
2026-06-29,STR001,PRD013,120,NORMAL
2026-06-29,STR001,PRD014,33,NORMAL
2026-06-29,STR001,PRD015,53,NORMAL
2026-06-29,STR001,PRD016,88,NORMAL
2026-06-29,STR001,PRD017,0,OUT_OF_STOCK
2026-06-29,STR001,PRD018,109,NORMAL
2026-06-29,STR001,PRD019,68,NORMAL
2026-06-29,STR001,PRD020,55,NORMAL
2026-06-29,STR001,PRD021,80,NORMAL
2026-06-29,STR001,PRD022,31,NORMAL
2026-06-29,STR001,PRD023,38,LOW_STOCK
2026-06-29,STR001,PRD024,0,OUT_OF_STOCK
2026-06-29,STR001,PRD025,28,NORMAL
2026-06-29,STR002,PRD001,56,NORMAL
2026-06-29,STR002,PRD002,18,LOW_STOCK
2026-06-29,STR002,PRD003,29,NORMAL
2026-06-29,STR002,PRD004,61,NORMAL
2026-06-29,STR002,PRD005,21,NORMAL
2026-06-29,STR002,PRD006,75,NORMAL
2026-06-29,STR002,PRD007,62,NORMAL
2026-06-29,STR002,PRD008,14,LOW_STOCK
2026-06-29,STR002,PRD009,6,LOW_STOCK
2026-06-29,STR002,PRD010,0,OUT_OF_STOCK
2026-06-29,STR002,PRD011,59,NORMAL
2026-06-29,STR002,PRD012,376,OVERSTOCKED
2026-06-29,STR002,PRD013,141,NORMAL
2026-06-29,STR002,PRD014,40,NORMAL
2026-06-29,STR002,PRD015,39,NORMAL
2026-06-29,STR002,PRD016,88,NORMAL
2026-06-29,STR002,PRD017,17,LOW_STOCK
2026-06-29,STR002,PRD018,119,NORMAL
2026-06-29,STR002,PRD019,60,NORMAL
2026-06-29,STR002,PRD020,59,NORMAL
2026-06-29,STR002,PRD021,102,NORMAL
2026-06-29,STR002,PRD022,19,LOW_STOCK
2026-06-29,STR002,PRD023,89,NORMAL
2026-06-29,STR002,PRD024,101,NORMAL
2026-06-29,STR002,PRD025,5,LOW_STOCK
2026-06-29,STR003,PRD001,30,LOW_STOCK
2026-06-29,STR003,PRD002,46,NORMAL
2026-06-29,STR003,PRD003,0,OUT_OF_STOCK
2026-06-29,STR003,PRD004,58,NORMAL
2026-06-29,STR003,PRD005,19,NORMAL
2026-06-29,STR003,PRD006,60,NORMAL
2026-06-29,STR003,PRD007,5,LOW_STOCK
2026-06-29,STR003,PRD008,42,NORMAL
2026-06-29,STR003,PRD009,19,LOW_STOCK
2026-06-29,STR003,PRD010,0,OUT_OF_STOCK
2026-06-29,STR003,PRD011,82,NORMAL
2026-06-29,STR003,PRD012,0,OUT_OF_STOCK
2026-06-29,STR003,PRD013,103,NORMAL
2026-06-29,STR003,PRD014,10,LOW_STOCK
2026-06-29,STR003,PRD015,53,NORMAL
2026-06-29,STR003,PRD016,75,NORMAL
2026-06-29,STR003,PRD017,66,NORMAL
2026-06-29,STR003,PRD018,223,NORMAL
2026-06-29,STR003,PRD019,33,LOW_STOCK
2026-06-29,STR003,PRD020,26,LOW_STOCK
2026-06-29,STR003,PRD021,87,NORMAL
2026-06-29,STR003,PRD022,0,OUT_OF_STOCK
2026-06-29,STR003,PRD023,70,NORMAL
2026-06-29,STR003,PRD024,44,LOW_STOCK
2026-06-29,STR003,PRD025,10,LOW_STOCK
2026-06-30,STR001,PRD001,40,NORMAL
2026-06-30,STR001,PRD002,3,LOW_STOCK
2026-06-30,STR001,PRD003,0,OUT_OF_STOCK
2026-06-30,STR001,PRD004,48,NORMAL
2026-06-30,STR001,PRD005,23,NORMAL
2026-06-30,STR001,PRD006,61,NORMAL
2026-06-30,STR001,PRD007,62,NORMAL
2026-06-30,STR001,PRD008,16,LOW_STOCK
2026-06-30,STR001,PRD009,48,NORMAL
2026-06-30,STR001,PRD010,17,NORMAL
2026-06-30,STR001,PRD011,14,LOW_STOCK
2026-06-30,STR001,PRD012,3,LOW_STOCK
2026-06-30,STR001,PRD013,113,NORMAL
2026-06-30,STR001,PRD014,27,NORMAL
2026-06-30,STR001,PRD015,46,NORMAL
2026-06-30,STR001,PRD016,73,NORMAL
2026-06-30,STR001,PRD017,0,OUT_OF_STOCK
2026-06-30,STR001,PRD018,91,NORMAL
2026-06-30,STR001,PRD019,59,NORMAL
2026-06-30,STR001,PRD020,39,NORMAL
2026-06-30,STR001,PRD021,73,NORMAL
